id,Company,Title,Location,Responsibilities,Minimum Qualifications,Preferred Qualifications
483,Google,"Partner Strategy Planning Lead, Google Cloud","Mountain View, CA, United States","Manage the annual and quarterly planning processes, which include the development of the business plan, operating model, resource allocation, market segmentation, vertical prioritization and compensation design
Work with the cross-functional leadership team (VPs and Directors across Sales, Product, Finance and Marketing) to drive alignment on business goals
Structure and execute operational and strategic initiatives by developing work plans, gathering and synthesizing relevant data, leading analyses and developing final recommendations
Own strategic initiatives on both an on-going and ad hoc basis, working collaboratively across the global organization
Oversee a strong people development agenda, including promoting skill building, setting forward-thinking objectives, collaborating across functions and providing opportunities and coaching on effective business partnering.","MBA or graduate degree in a management, technical or engineering field, or equivalent practical experience.
8 years of relevant experience in management consulting or corporate strategy.
Experience with team management, collaborating with cross-functional teams and leading operational and strategic initiatives.","Demonstrated analytical and problem-solving skills: Experience and comfort with large data sets and strong data analytics skills. Distinctive problem solving and analysis skills, combined with impeccable business judgment.
A proven ability to be successful in a complex, globally scaled product, sales and engineering environment; experience planning and managing at both the strategic and operational level. Organized, detail-oriented and strategically focused.
Knowledge of cloud technologies, products, and market landscape.
Distinctive analytical skills and superior ability to present to executives and communicate with highly technical management teams."
484,Google,"Business Systems Analyst, PLM and CAD","Sunnyvale, CA, United States","Partner with internal business teams in developing delivery roadmaps, defining business processes and associated system requirements.
Organize and manage project work to drive predictable delivery.
Participate in system implementation projects (requirements documentation, systems configuration, test documentation/execution, issue identification and resolution).
Support critical and business-critical systems using mature IT and software engineering practices.","BA/BS degree or equivalent practical experience.
8 years of experience deploying PDM/PLM. Experience with the implementation of Windchill PDM/Agile PLM.
Experience as a key contributor in building and enhancing enterprise-class systems through the entire lifecycle - Analyze, Design, Build, Test, Implement and Support.
Experience in supporting CAD tools integration with PDM/PLM tools. Preferable CAD tools : CREO, Solidworks, Concept HDL, Allegro etc.","MA/MS degree.
Agile/CREO/Windchill implementation experience.
Mechanical Engineering background.
Detailed knowledge of Supply Chain Processes, systems background related to supply chain and relational databases.
Familiarity with PLM industry best practices.
Ability to deal with ambiguity and thrive in a rapidly changing business environment."
485,Google,"Lead Product Analyst, Data Science","Tel Aviv-Yafo, Israel","Conduct data analysis to make business recommendations.
Help plan, launch and analyze growth promotions and experiments in mobile apps (funnel analysis, path analysis, cohorts analysis).
Deliver effective presentations of findings and recommendations to multiple levels of stakeholders, creating visual displays of quantitative information.
Develop and automate reports, iteratively build and prototype dashboards to provide insights at scale, solving for analytical needs.
Collaborate with cross-functional stakeholders to understand their business needs, formulate and complete end-to-end analysis that includes data gathering, analysis, ongoing scaled deliverables and presentations. Develop comprehensive understanding of Google data structures and metrics, advocating for changes where needed for both products and sales activity, as well as external marketing spend trends.","BA/BS degree in a quantitative field (Statistics, Computer Science, Engineering, Mathematics, etc.) or equivalent practical experience.
Experience working with data modeling and reporting.
Experience in statistics, working with statistical packages (R, SAS, Stata, MATLAB, etc.), and in working with datasets (SQL).","Master's degree in a quantitative field (Statistics, Computer Science, Engineering, Mathematics).
Experience in coding with Java, C++, Python, PHP or similar language.
Experience in translating analysis results into business recommendations and business questions into an analysis framework.
Knowledge of measurement, statistics and program evaluation, with an interest and aptitude in data, metrics, analysis and trends.
Excellent problem-solving capabilities and critical thinking skills.
Effective analytical, and communication skills with impeccable business judgment."
486,Google,"MBA Intern, Summer 2018","Pittsburgh, PA, United States",Google interns are given a lot of responsibility and the opportunity to give a meaningful contribution to their teams. Specific responsibilities are assigned to interns at the start of the program.,"Must be pursuing a full-time MBA program with an expected graduation date between December 2018 and June 2019.
Have authorization to work in the United States.
Be able to complete a 11-12 week program beginning in May or June 2018.","Interest in the technology industry and Google’s business.
Demonstrated critical thinking skills and independent motivation.
Excellent project management, interpersonal and organizational skills, with the ability to drive and implement ideas in a changing environment.
Analytical skills, and ability to solve highly strategic and difficult business problems."
487,Google,"Global Business Strategy Manager, Sales Productivity, Central Strategy and Operations","Mountain View, CA, United States","Work with the senior Sales and product leaders to define, launch, and drive strategic priorities and operational initiatives.
Structure and lead operational and strategic initiatives by developing work plans, gathering and synthesizing relevant data, leading analyses and developing final recommendations.
Lead cross-functional, global teams to get work done.
Communicate findings to senior management and to the broader organization.
Drive recommendations through to implementation and results.","BA/BS degree or equivalent practical experience.
4 years of experience at a management consulting or private equity firm, or equivalent experience in a line role for a technology firm.","MBA or graduate degree in a management, technical or engineering field.
6 years of relevant work experience in consulting; software, internet and/or media industries.
Experience leading complex operational and strategic initiatives.
Distinctive problem-solving and analysis skills, combined with impeccable business judgment.
Ability to present to executives and communicate with a highly technical management team.
Excellent written and oral communication and interpersonal skills."
488,Google,Network Business Analyst,"Sunnyvale, CA, United States","Own a full cycle of analytics responsibilities including, designing, developing, product-ionizing, and maintaining key performance indicators to monitor and improve the health of the business ecosystem.
Collaborate with cross-functional partners to understand their business needs, formulate and complete end-to-end analysis translating between operational and business metrics.
Provide actionable business insights and recommendations via regular business metrics review.
Lead cross-organizational communication with teams to get and maintain buy-in.
Deliver effective presentations of findings and recommendations to multiple levels of leadership, creating visual displays of quantitative information; Develop and automate reports, iteratively build and prototype dashboards to provide insights at scale, solving for analytical needs.","MS/PhD degree in an analytical field such as Engineering, Statistics, or Economics, or equivalent practical experience.
Experience with abstracting data definitions, databases (SQL/Dremel), tools, and repeatable statistical analyses.
Experience in project management and leadership in the analytics field.","Experience translating complex data and quantitative analysis into business insights and recommendations.
Strong business acumen and communication skills to deliver findings of analysis.
Excellent interpersonal and teamwork skills.
Excellent written and verbal communication skills with the ability to present complex technical information in a clear and concise manner to executives and non-technical leaders."
489,Google,"Strategy and Operations Manager, Go-To-Market, Partnerships","Beijing, China","Partner with publisher directors to help define specific regional strategy, priorities and important initiatives, including business growth related initiatives and strategic partnership initiatives.
Provide consistent reporting and tracking regarding business goals in order to develop an in-depth understanding and to improve business performance.","BA/BS degree or equivalent practical experience.
7 years of relevant working experience, and experience in the internet, media or technology industries.
Experience in an analytical or strategic project management role.
Ability to speak and write in English and Chinese fluently and idiomatically.","MBA or Master's degree.
Demonstrated ability to embrace change, taking extra efforts in a fast-paced, dynamic environment.
Effective creative, written and oral communication and presentation skills, with a strategic mindset and attention to detail."
490,Google,"Business Analyst, Google Play Partner Promotions Strategy","Mountain View, CA, United States","Partner with the Play partner promotions team to define business performance goals and strategies to achieve and measure success
Partner with cross-functional stakeholders across locations to develop and syndicate market specific plans and subsequent execution
Partner with the Play Merchandising team to identify and lead business insight projects across the Global Play Organization
Define, develop and own relevant metrics and ongoing management of dashboards to support business decision making
Develop content for and participate in Merchandising Business Reviews. Set high standards and relevant benchmarks on how the Play Merchandising Organization evaluates campaigns and promotions globally, by vertical and by region","Bachelor's degree or equivalent practical experience.
5 years of experience at a consulting firm, telecom player, and/or digital media company.
Experience in data analysis and database querying (e.g., SQL).
Experience interacting with senior-level executives.","MBA or advanced graduate degree in a management, technical or engineering field
Experience in leading complex operational and strategic initiatives, and interacting with Business Leads or Product Managers.
Experience in practical business modeling or financial modeling
Distinctive problem solving and analytical skills, combined with impeccable business judgment.
Ability to present to executives and communicate with highly technical management team.
Excellent business acumen, written, and oral communication and interpersonal skills."
491,Google,"Head of Go-To-Market, Brazil","São Paulo, Brazil","Lead a high-performing team to deliver on all strategic and operational priorities.
Drive alignment around business priorities with cross-functional stakeholders and orchestrating cross-functional efforts. Partner with regional sales leadership to identify strategic opportunities, generate business plans, ensure smooth sales execution and drive advocacy for regional needs with central teams.
Help identify structure and lead large scale operational improvement initiatives through implementation. Work with Industry Sales Directors to proactively identify and resolve issues impacting business growth.
Serve as primary liaison to the Americas GTM team, local GMS Sales Ops, Sales Finance and Marketing teams to drive regional alignment and collaboration against Americas priorities. Deliver high quality executive communications, partnering across cross-functional teams on content managing delivery of messaging across Americas GTM leadership team.
Run smooth, efficient sales launch processes leading planning and supporting sales activation programs, headcount planning, objective setting, sales cadence, portfolio management and escalations.","BA/BS degree or equivalent practical experience.
12 years of work experience managing high performance teams.
Ability to speak and write in English fluently and idiomatically.","MBA or Master's degree.
Ability to pay attention to detail while handling multiple, simultaneous projects under deadline pressure.
Strong business acumen and the ability to successfully navigate and influence strong personalities within a complex business environment.
Distinctive problem solving and analysis skills, and impeccable business judgment."
492,Google,"Data Scientist / Quantitative Analyst Technical Lead, Engineering","San Bruno, CA, United States","Work with large, complex YouTube data sets; solve difficult, non-routine analysis problems, applying advanced analytical methods as needed. Conduct end-to-end analysis that includes data gathering and requirements specification, processing, analysis, ongoing deliverables and presentations.
Build and prototype analysis pipelines iteratively to provide insights at scale. Develop comprehensive understanding of Google data structures and metrics, advocating for changes where needed for both products development and sales activity.
Directly manage a data science team. Interact cross-functionally with a wide variety of people and teams; work closely with engineers to identify opportunities for, design, and assess improvements to google products.
Make business recommendations (e.g. cost-benefit, forecasting, experiment analysis) with effective presentations of findings at multiple levels of stakeholders through visual displays of quantitative information.
Research and develop analysis, forecasting and optimization methods to improve the quality of Google's user facing products; example application areas include ads quality, search quality, end-user behavioral modeling, and live experiments.","MS degree in a quantitative discipline (e.g., statistics, operations research, bioinformatics, economics, computational biology, computer science, mathematics, physics, electrical engineering, industrial engineering) or equivalent practical experience.
10 years of relevant work experience in data analysis or related field (e.g., as a statistician / data scientist / computational biologist / bioinformatician).
5 years of people management / leadership experience
Experience with statistical software (e.g., R, Python, MATLAB, pandas) and database languages (e.g., SQL).","PhD degree in a quantitative discipline (e.g., statistics, operations research, bioinformatics, economics, computational biology, computer science, mathematics, physics, electrical engineering, industrial engineering).
12 years of directly relevant, tech industry work experience (e.g., as a statistician / bioinformatician / data scientist), including deep expertise and experience with statistical data analysis such as linear models, multivariate analysis, stochastic models, sampling methods. Analytical engagements outside class work while at school can be included.
8 years of demonstrated leadership and self-direction. Demonstrated willingness to both teach others and learn new techniques, including people management.
Applied experience with machine learning on large datasets.
Experience articulating business questions and using mathematical techniques to arrive at an answer using available data. Experience translating analysis results into business recommendations.
Demonstrated skills in selecting the right statistical tools given a data analysis problem. Demonstrated effective written and verbal communication skills."
493,Google,"Head of Platforms and Display, Go-to-Market Strategy and Operations","New York, NY, United States","Partner with Sales Leaders and cross-functional teams to develop quarterly and annual business plans.
Pilot and scale business growth opportunities across the business, and continuously improve Sales team capabilities and effectiveness.
Design and execute Platforms and Display growth initiatives. Manage operational improvements, including optimizing resource allocation across sales teams and measuring progress against business goals.
Help steer global initiatives such as Ecosystem Strategy or Cloud Partnership approach.","BA/BS degree in Business or related field, or equivalent practical experience.
5 years of experience in a Sales Operations, Consulting and/or Strategic/Corporate Planning role.","MBA or advanced graduate degree in a management, technical or engineering field.
7 years of experience at a leading consulting firm and/or a digital media or advertising technology company.
Distinctive problem-solving, analytical and project management skills, including experience executing complex strategic and operational sales initiatives.
Effective communication skills, with the ability to build relationships with stakeholders and influence personalities within a complex business environment."
494,Google,"Business Strategy Lead, Phone Accessories (Google Hardware)","Mountain View, CA, United States","Be responsible for conducting market/competitive/industry analysis to determine where the phone accessories market is currently and where it’s headed.
Analyze data to guide and develop business strategy, develop TAM models, country deep dives, develop forecasts, develop and maintain mid- to long-term phone accessories business strategy.
Work with Product Management, Procurement, Finance, Marketing and Sales cross-functionally to enable product decisions on features, pricing, positioning and innovation.","Master's degree or equivalent practical experience.
5 years of experience within the smartphone industry.
Experience in one or more of the following disciplines: Strategy & Operations, Business planning and execution in a high-tech, CE/Mobile/Telecoms industry.","Experience with smartphone accessories
Ability to lead and handle multiple time-sensitive projects
Creative and results driven, the ability to zoom from strategy to execution, business minded and collaborative.
Outstanding analytical skills and strong understanding of statistical modeling techniques.
Superb communication skills, the ability to comfortably interact with both partner’s and Google’s executive management."
495,YouTube,"Product Strategist, Growth, YouTube","San Bruno, CA, United States","Help define the performance metrics and goals we track internally for your product area
Own metric reporting for your product area to leadership across YouTube and Google – to YouTube's senior leaders, Google's leaders, Sales teams and more
Collaborate with our product and strategy teams to understand how our own performance relates to the broader industry and our competition
Drive the design for our internal data tools that are used to communicate data throughout YouTube and the rest of Google, and work closely with Product Managers and Engineers as they develop these tools
Partner with our Data Science team to prioritize and execute sophisticated quantitative analyses and advanced modeling that deliver actionable insights to our product and engineering teams","BA/BS degree or equivalent practical experience.
6 years of experience in an analytically-intensive role, such as management consulting, investment banking, business intelligence, data science, or corporate strategy
Experience communicating and influencing through data. Experience with data analysis, modeling, SQL, and presentation development.","10 years of experience in an analytically-intensive role, such as management consulting, investment banking, business intelligence, data science, or corporate strategy
Experience building software products, either as a product manager or engineer
Background in computer science, statistics, machine learning, or financial analysis.
Additional statistical analysis experience (e.g. R, Python, STATA, MATLAB) or expertise in the data analysis workflow (data mining, statistical analysis, etc.)"
496,Google,"Strategy Associate, Search and Assistant Distribution, Global Partnerships","Mountain View, CA, United States","Build and inform the strategic direction for distribution efforts for Search and Assistant product areas.
Build and support relationships with cross-functional team members, including Marketing, Technical Support, Legal, Policy, Product, Engineering, HR, Finance, Communications and Compliance to shape a well-coordinated support strategy.
Direct and conduct complex analyses, solve strategic and operational challenges and identify key insights.
Communicate results and insights with strategy leads and key leaders (e.g. through presentations and ongoing analysis/reports, etc).","BA/BS degree in a technical or quantitative/business field, or equivalent practical experience.
5 years of relevant work experience.","MBA, Master's degree or PhD.
Experience at a Management Consulting firm and/or in a Corporate Strategy role for a technology company.
Ability to collaborate with stakeholders and to influence change across all levels within an organization.
Ability to understand complex technical and product concepts, with excellent interpersonal and communication skills to formulate and articulate business, financial and other points of value with partners.
Entrepreneurial, comfortable with ambiguity, self-motivated, creative, intellectually curious, and highly collaborative, with a passion for and understanding of Google products."
497,Google,"Agency Go-to-Market and Business Analytics Manager, Spanish Speaking LatAm","São Paulo, Brazil","Drive the SP LatAm regional agency strategy, bridging the priorities at a global, regional, local and product level.
Track, monitor and socialize Key Performance Indicators, success metrics and milestones against plan. Use data and analysis to optimize and inform new programs and initiatives.
Develop deep industry insight into business models underpinning Google’s agency partners and provide recommendations on how to evolve the ecosystem. Provide decision analytics frameworks to structure discussions and provide recommendations for investment, resourcing and planning.
Lead quarterly and annual business planning and business review processes working across geographies and functions.
Adapt global best practices for the region, and export and import innovative solutions from SP LatAm to other regions.","3 years of experience in strategy and operations management or equivalent in a line role for media or technology firm.
Experience with SQL and big data to perform analysis.
Leadership, problem solving and analysis experience.
Experience communicating with senior stakeholders.","MBA from a business school.
In-depth knowledge of media/creative agency industry.
Bias towards action and detail; able to self-direct work in an unstructured environment.
Excellent partnership and collaboration skills with product and cross-functions.
Tolerance for ambiguity and ability to work in a fast-changing environment, with an entrepreneurial approach.
Outstanding oral and written communication skills, able to move from detail to executive level strategy and develop succinct, convincing C-level presentations."
498,Google,"Enterprise Customer Development Representative, Google Cloud (German)","Dublin, Ireland","Contribute to account/territory strategy by performing internal and external research to identify opportunities and challenges.
Prepare customer proposals and account plans to support the business cycle.
Analyze customer and industry data to provide key business insights, prepare Customer Business Reviews and help identify ways in which Google Cloud can transform their business through defined insights.
Support pipeline building activities by actively engaging with leads, including senior executives and stakeholders, and supporting planning of customer events.","BA/BS degree or equivalent practical experience.
Ability to speak and write in German and English fluently and idiomatically.","Experience or internship in sales, customer support, account management, business analysis, marketing or consulting, in the technology industry.
Technically minded, with a understanding of the technology and cloud computing market, and a passion for Google Cloud products (G Suite, Google Cloud Platform).
Ability to effectively operate with high energy and flexibility in a fast-paced, constantly evolving team environment.
Ability to build influential relationships and deliver results in a cross-functional/matrixed environment.
Goal oriented, self-motivated individual who is confident, thorough, tenacious with strong analytical skills. Demonstrated organizational and project management capabilities.
Strong communication and presentation skills, both written and verbal."
499,Google,Strategy and Insights Associate/Manager,Singapore,"Act as trusted advisor for the Large Customer Sales team on business strategy, planning and customer portfolio management, supporting achievement of quarterly and yearly targets. Communicate effectively with English speaking clients.
Provide deep analytical insights on industry trends and customer performance analyzing data from Google, customers and third parties.
Develop convincing storylines and presentations and deliver them to C-level customers alongside sales teams to achieve desired outcome.
Scope, manage and successfully deliver complex projects with multiple internal and external stakeholders, working on tight, concurrent deadlines.
Build relationships with customers’ Marketing, Strategy, Business Development and Insights functions to understand opportunities and challenges, and derive implications for Google. Work with Google’s Marketing team on third-party researches and go-to-market narratives, leveraging marketing channels to drive effective communication and thought leadership.","BA/BS degree or equivalent practical experience.
Ability to speak and write in English fluently and idiomatically.","MBA or PhD degree.
Experience working with third-party research partners.
Deep industry experience in one or more vertical: Online (Apps, E-Commerce, Entertainment), CPG/Retail, Tech/Telco, Financial Services, Travel, Hospitality
Knowledge of Google media solutions (Search, Display, Video, Apps) and competitor products
Proficiency in database management (SQL) and/or statistical modeling (SPSS)"
500,Google,"Go-To-Market Strategy Manager (EMEA), Pixel","London, United Kingdom","Ensure channel readiness management ahead of launches.
Define the EMEA channel Go-To-Market strategy for Pixel and manage the execution plan.
Lead sales reporting, market insights and quarterly business reviews.
Lead best practice sharing, market analysis and market intelligence reporting.
Build and nurture strong relationships with colleagues, retail partners and internal management.","BA/BS degree or equivalent practical experience.
Experience building strong relationships with senior stakeholders and influencing executive decisions.","Demonstrated project management experience.
Ability to be creative in using data to drive business decisions.
Ability to lead and handle multiple time-sensitive projects.
Strong business acumen and the ability to successfully navigate and influence within a complex and matrixed business environment.
Strategic business planning skills.
Excellent communication, interpersonal, and presentation skills. Analytical and detail-oriented skills with the ability to clarify and summarize complex issues."
501,Google,"Strategy and Operations Analyst, Ad Grants","Mountain View, CA, United States","Research and analyze key business drivers, trends, and operating metrics to communicate findings on a regular basis to all levels of management.
Perform ad-hoc analysis to predict, measure, and interpret business trends and to inform key strategic decisions.
Identify opportunities for product, program, and process improvement, with a focus on driving business growth.","BA/BS degree with a quantitative focus (e.g. Economics, Computer Science, Mathematics, Physics, Statistics or Accounting, etc) or equivalent practical experience.
3 years of analytical work experience in a Marketing, Sales, Management Consulting and/or Business Operations environment.","MBA, Master's degree or PhD.
Experience working with statistics and experiment design.
Familiarity within the nonprofit sector.
Demonstrated ability to strategically analyze and synthesize data into actionable insights.
Effective spreadsheet and database query skills (e.g. SQL, etc)."
502,YouTube,"Principal, Strategy, YouTube","San Bruno, CA, United States","Work with YouTube’s leadership teams to define, launch and drive strategic and operational initiatives.
Structure and execute operational and strategic initiatives by developing work plans, gathering and synthesizing relevant data, leading analysis and developing final recommendations.
Research and analyze key business drivers, competitive environment, opportunities, trends and operating metrics.
Prepare presentations and communicate findings from initiatives to management teams and the broader organization.
Be responsible for cross-functional initiatives to drive implementation of global strategic priorities, while leading, mentoring and motivating strategy team members.","BA/BS degree or equivalent practical experience.
10 years of experience in Management Consulting or Corporate Strategy.
Experience in the consumer internet and media industries.","MBA or Master's degree in Computer Science, Engineering or related field.
Ability to communicate and influence effectively by presenting data in a compelling way.
Effective problem solving and analysis skills, and impeccable business judgment.
Excellent spreadsheet software, financial modeling and presentation software skills."
503,Google,"Go-to-Market Specialist, Google Cloud","Sunnyvale, CA, United States","Build and tell the Google Cloud story, displaying your understanding of today’s real world usage scenarios.
Create and drive cloud business growth through innovative, high-impact programs and sales motions.
Develop trusted advisory partnerships and advocates with strategic Cloud Platform customers. Engage the right teams across Google to ensure customer success.
Build and maintain close relationships with all customer-facing and internal teams including Technical, Business Operations and Business Strategy. Ensure a seamless customer experience with programs that scale smoothly.","BA/BS degree in a Technical or Engineering field, or equivalent practical experience.
5 years of experience selling or architecting enterprise software at scale in Cloud environments (SaaS/PaaS).
Experience working in a Technical pre-sales capacity.","MBA, Master's degree or PhD in a Management, Technical or Engineering field.
Experience vending Amazon Web Services and Microsoft Azure to enterprises.
Experience building lasting relationships with key accounts, with the ability to work towards strategic goals in a fast-paced team environment.
Background in a Sales, Technical Sales, Technical Product Marketing, Product Growth and/or Business Development role.
Effective communication, consultation and technical skills with expertise in cloud technologies."
504,Google,"MBA Intern, Summer 2018","San Bruno, CA, United States",Google interns are given a lot of responsibility and the opportunity to give a meaningful contribution to their teams. Specific responsibilities are assigned to interns at the start of the program.,"Must be pursuing a full-time MBA program with an expected graduation date between December 2018 and June 2019.
Have authorization to work in the United States.
Be able to complete a 11-12 week program beginning in May or June 2018.","Interest in the technology industry and Google’s business.
Demonstrated critical thinking skills and independent motivation.
Excellent project management, interpersonal and organizational skills, with the ability to drive and implement ideas in a changing environment.
Analytical skills, and ability to solve highly strategic and difficult business problems."
505,Google,Risk and Compliance Manager,"Sunnyvale, CA, United States","Lead cross-functional business and governance projects; define, implement and maintain processes and procedures to support Sales, Finance, Product, Technical, Engineering and Marketing teams.
Influence stakeholders to close gaps in control frameworks and develop scalable solutions.
Identify, create and measure process and control improvements that automate manual steps, consolidate bespoke processes and scale with growth.
Draft, vet and build cross functional support for new policies and training of teams engaged in commercial vending.
Use data to architect metrics, solve problems and impact executive decision making.","BA/BS degree or equivalent practical experience.
6 years of experience in accounting or management consulting, or similar.","MBA, Master's degree or PhD in a Business related field.
Experience coding with SQL and/or AppSript.
Experience implementing and managing programs, designing and implementing processes/controls, with a background in the internet industry.
Experience engaging with and crafting communications.
Familiarity/background in system implementations (CRM, accounting, process workflows, etc).
Excellent quantitative, editorial and presentation skills; innovative, organized, thorough, and detail-oriented."
506,Google,"Business Analyst Intern, Summer 2018","Mountain View, CA, United States","Conduct data analysis to make business recommendations (cost-benefit, invest-divest, forecasting, impact analysis).
Deliver effective presentations of findings and recommendations to multiple levels of stakeholders, creating visual displays of quantitative information.
Develop and automate reports, iteratively build and prototype dashboards to provide insights at scale, solving for analytical needs.
Collaborate with cross-functional stakeholders to understand their business needs, formulate and complete end-to-end analysis that includes data gathering, analysis, ongoing scaled deliverables and presentations.
Help Google to focus on key decisions to improve products and services.","Must be enrolled in a full-time degree program and returning to the program after the end of the internship.
Currently pursuing a Bachelor’s degree with emphasis on coursework of a quantitative nature(e.g Statistics, Computer Science, Engineering , Mathematics, Data Sciences)
Experience working with statistical packages (e.g. R, SAS, Stata, MATLAB, etc.) or experience in scripting with SQL.
Experience pulling data from datasets and using statistics to arrive at an answer.","Deep interest and aptitude in data, metrics, analysis and trends and applied knowledge of measurement, statistics and program evaluation.
Distinctive problem solving skills and good business judgment.
Capable of translating analysis results into business recommendations.
Strong written and verbal communication skills.
Authorization to work in the United States."
507,Google,Android Device Strategy Lead,"Mountain View, CA, United States","Work closely with regional leads and product leaders to define and articulate both global and regional strategies for our devices portfolio.
Work closely with BD teams to ensure they are able to articulate the program benefits to new carriers and OEMs.
Lead our efforts to understand business performance and progression towards long-term strategic goals. Conduct business reviews and be responsible for designing senior executive discussions/reviews. -","BA/BS degree or equivalent practical experience.
8 years of experience in management consulting, corporate development, product management or investment banking.","MBA or equivalent extensive strategy experience.
Ability to lead and handle multiple time-sensitive projects.
Passion for mobile devices.
Creative, results driven, business minded, and collaborative.
Excellent communication skills with the ability to turn a high level concept into a well defined narrative with executive ready materials."
508,Google,"Market Intelligence Analyst, Consumer Hardware Products","Mountain View, CA, United States","Analyze and communicate key insights for existing projects.
Act as a thought leader and subject matter expert (SME) for specific analytics-driven business problems.
Communicate business findings and strategic recommendations to management.
Drive the implementation of Analytics Platforms that connect data systems and business intelligence (BI) systems.
Construct an analysis around a specific business question, write a clear, usable project plan, and execute with minimal guidance.","BA/BS degree or equivalent practical experience.
6 years of relevant work experience.","Demonstrated understanding of statistical modeling techniques. Ability to effectively influence and communicate cross-functionally across all levels.
Demonstrated accountability, with the ability to take ownership of the end-to-end project life cycle.
Creative, results-driven, business minded, and collaborative, with the ability to seamlessly move between strategy and execution.
Excellent written and verbal communication and presentation skills, with the ability to comfortably interact with technical and non-technical groups, partners and Google’s executive management."
509,Google,"Business Analyst, Strategic Relationships, Japan","Tokyo, Japan","Support the creation of business strategy .
Develop and update dashboard to track the business progress, KPIs and market opportunities.
Coordinate regular meetings and events with cross functional task force, executive committees, and C-level contacts.
Collaborate with specialists and product teams to support media development initiatives.
Facilitate effective partner development with strong expertise and networking in sports market.","BA/BS degree or equivalent practical experience.
Experience working towards strategic business goals.
Ability to speak and write in Japanese and English fluently and idiomatically.","3 years of experience with partnerships and strategy consulting.
Experience presenting to senior-level audiences.
Demonstrated ability to work with cross-functional teams and build strong relationships across internal teams.
Demonstrated project management skills.
Excellent problem-solving and analytical skills, combined with impeccable business judgment.
Excellent written and verbal communication skills."
510,Google,"User Engagement Strategy Manager, Google Technical Services, Scaled Engagement and Learning","Mountain View, CA, United States","Lead the Cross-Platform Strategy team to research, understand, and articulate key customer insights on learning/engagement intents and preferences.
Partner with leaders of other engagement platforms to strategize and optimize our platform engagement approach and functional deployments.
Lead overall marketing and customer acquisition efforts to drive engagement and signup traffic to our platforms.
Act as key point of contact to liaise with other key stakeholders to formulate our portfolio vision of engagement platforms.
Measure holistic impact, connect the dots from platform functional levers to business/customer results.","Bachelor's degree in business, technical field or equivalent practical experience.
5 years of experience in UX research or related area.
3 years of experience in marketing or communications.
3 years of people leadership and management experience.","MBA degree.
Consulting experience.
Product or technical experience.
Collaborative leader with proven track record of delivering business results while building commitments.
Strong problem solver."
511,Google,"Associate, Business Operations and Strategy","Mountain View, CA, United States","Structure complex, ambiguous and potentially charged business issues for Google's executive team.
Gather and analyze large amounts of information quickly and effectively.
Develop compelling, insightful recommendations.
Build consensus among cross-functional teams and influence decision making within leadership audiences.
Lead execution against recommendations quickly and with flawless accuracy.","BA/BS degree or equivalent practical experience.
2 years of experience in management consulting or investment banking.","4 years of relevant work experience.
Experience at a management consulting firm, corporate strategy organization or technology-focused banking organization.
Early stage company experience.
Excellent problem-solving and analytical skills, with impeccable business judgment.
Effective modeling and presentation skills.
Excellent communication and interpersonal skills, with the ability to be personable yet persistent."
512,Google,"Strategy and Operations Excellence Analyst, Google Marketing Solutions","Mountain View, CA, United States","Conduct analysis and modeling that translates data into actionable insights, and support business development.
Perform ad-hoc analysis to predict, measure, and interpret business trends and to inform key decisions.
Identify opportunities for product, program, and process improvement, with a focus on driving business growth.
Communicate findings on a regular basis to all levels of management.
Research and analyze key business drivers, trends, and operating metrics.","BA/BS degree with quantitative focus (economics, computer science, mathematics, physics, statistics or accounting) or equivalent practical experience.
4 years of analytical work experience in marketing and sales, management consulting, or in a business operations and analytics environment.","MBA, MS or other advanced degree.
Experience presenting to executives and analyzing large quantities of data with strong spreadsheet and database query experience (e.g., SQL).
Track record of thought leadership in applying data-driven models that have had a tangible impact on sales and marketing operations across international markets.
Ability to strategically analyze and synthesize data in order to develop useful formats and actionable insights.
Ability to consistently deliver quality outputs in a fast-paced environment, with an ability to work to tight deadlines. Extremely well-organized and capable of handling multiple projects and ad-hoc requests simultaneously.
Ability to work in and contribute to a fun, fast-paced, high impact and dynamic environment."
513,Google,"Go-to-Market Lead, Southeast Asia/India Partnerships",Singapore,"Work with the SEA leadership team on business strategy and health by developing and enabling successful delivery of annual business plans. Develop strategic insights and recommendations via assessing market trends, publisher/inventory demand vs. supply, competitive reviews and internal performance analysis.
Drive seamless operations by assessing and improving operational rigor and efficiency across LPS business.
Identify, share and scale best practice from across APAC and global
Work with the LPS lead to help define and communicate product commercialization agenda/priorities for local markets by liaising with APAC product Go-to-Market leads on global/APAC product plans and craft SEA and IN rollout initiatives (e.g. priority features, formats, and/or transaction types).
Synthesize local market product needs/requirements and feedback to APAC product leads. Drive and monitor the execution of key product activation goals in country including feature/formats adoption and participation in beta programs. Support the development of key strategic business initiatives.","6 years of experience in strategic management consulting.
Experience with digital ads and Google’s business.
Experience working in ad tech, publisher or sellside.","Successful track record of developing business plans, setting and supporting delivery against OKRs.
Proven success in project management and execution, multi-tasking and delegating.
Excellent written and verbal communication skills, strong stakeholder management and influencing skills."
